ph,Solids,Chloramines,Sulfate,Trihalomethanes,Turbidity,Potability
8.42,1418.15,1.48,58.76,119.28,0.91,0
7.78,1238.17,1.33,170.8,181.29,0.99,0
7.16,1408.96,2.82,92.96,159.54,1.95,0
7.56,3824.22,0.14,299.07,224.92,4.82,0
7.43,2992.83,2.64,76.28,164.5,1.83,0
7.47,1601.87,1.97,461.55,195.66,3.26,0
7.75,1785.33,2.68,336.96,176.24,4.64,0
6.74,2775.81,2.3,53.66,147.09,1.44,0
8.29,3094.85,1.1,415.43,148.2,3.67,0
6.85,2258.49,1.9,295.08,248.35,2.94,1
7.65,1160.11,2.19,208.77,249.36,2.47,0
7.45,2712.81,2.77,70.52,104.96,4.52,0
7.67,2828.36,2.0,371.77,130.91,2.81,0
8.23,3233.58,0.25,245.38,135.72,2.7,1
8.09,2867.16,2.19,371.38,217.42,2.82,0
6.95,1475.31,0.84,124.19,179.48,1.61,0
7.28,1818.84,1.68,44.6,97.77,1.59,0
7.47,2900.02,0.89,409.32,137.2,2.76,1
8.12,3952.1,1.63,273.35,165.32,1.74,1
6.54,3175.9,2.36,130.76,245.33,2.86,0
8.24,1074.53,3.52,340.36,221.06,3.17,0
6.75,2161.55,2.1,421.6,189.53,2.57,0
7.03,2905.04,0.81,313.57,154.37,0.0,0
7.09,2926.73,2.61,278.46,237.83,3.64,0
8.18,3154.51,2.86,236.14,141.12,1.76,0
7.1,2268.24,2.3,71.94,188.54,0.65,0
8.31,3479.96,0.74,224.16,128.73,2.8,0
7.4,3660.43,1.23,0.0,210.01,3.27,0
6.78,2839.73,1.33,358.33,111.72,0.7,0
7.91,2629.44,1.13,246.42,129.57,2.4,0
8.71,2093.16,1.46,346.85,186.2,2.79,0
7.91,2347.18,1.68,467.31,163.34,1.33,0
7.71,1846.2,0.01,38.96,182.44,2.72,1
6.52,3539.23,2.96,236.81,200.49,3.01,0
6.75,3955.42,3.08,352.65,207.79,4.14,0
8.35,1098.82,1.19,307.96,101.45,5.0,0
7.76,1448.28,2.68,206.76,199.15,1.0,0
7.56,3221.8,2.67,4.85,182.01,1.69,0
7.74,2020.75,0.0,176.43,180.01,0.26,0
8.09,3077.72,2.18,21.49,139.88,3.06,0
7.44,3679.14,0.29,389.01,39.88,12.27,0
7.03,4002.67,2.64,185.54,53.76,7.7,0
7.7,2980.16,0.1,45.29,74.2,5.27,0
6.55,1903.37,2.9,272.5,58.33,8.3,0
6.97,3932.65,0.24,191.32,61.57,13.48,0
8.38,2166.76,0.76,0.0,84.1,19.78,0
6.69,3502.76,1.54,155.68,82.99,16.79,0
6.61,2312.76,0.13,304.95,0.0,9.43,0
7.82,1222.14,0.43,255.64,37.03,13.9,0
7.5,2503.2,2.81,99.99,10.25,13.29,0
7.64,1417.1,2.13,164.86,25.33,6.08,0
7.19,2179.34,2.63,0.32,79.21,13.44,0
6.67,3006.5,0.56,179.23,60.24,14.12,0
7.09,1775.57,0.62,181.42,71.04,19.52,0
6.74,3241.05,0.1,182.15,78.54,6.96,1
7.84,1917.13,1.59,396.49,89.88,13.28,0
6.61,3372.12,1.51,319.57,21.96,10.81,0
6.68,3412.6,0.35,52.68,73.47,20.4,0
6.81,1260.93,1.36,88.56,26.05,12.9,0
7.52,2810.81,2.49,0.0,51.35,13.46,0
6.39,3614.96,1.48,85.48,92.32,10.35,0
7.02,3275.91,2.35,252.83,9.17,19.03,0
6.87,3549.47,2.03,17.48,58.61,11.75,0
7.77,3112.94,2.54,292.08,6.13,19.12,0
7.16,2232.34,2.54,391.82,76.67,5.32,0
8.21,2732.39,2.77,0.0,77.41,15.18,0
8.12,1350.4,0.72,187.43,13.82,5.48,0
8.0,2258.67,2.37,240.94,46.88,13.46,0
8.33,1588.49,0.85,419.58,36.2,11.96,0
7.63,3629.34,0.62,48.16,1.5,7.42,0
6.79,2634.1,0.95,413.96,42.82,7.85,0
8.19,2180.08,1.61,134.06,57.86,6.88,0
7.21,2048.11,2.46,130.19,39.99,13.79,0
7.83,1823.12,3.07,322.72,29.6,10.02,0
8.0,1534.22,1.33,49.81,83.54,9.64,0
7.12,1937.97,0.87,225.97,22.39,10.58,0
8.23,1945.65,1.34,104.75,59.71,18.0,0
7.04,2620.22,2.59,325.17,56.19,13.41,0
7.62,2419.28,0.83,209.14,31.77,17.3,1
6.7,3982.74,1.9,67.71,21.79,5.96,0
8.57,3706.19,0.73,310.76,84.21,9.29,0
6.66,1900.99,2.18,319.17,20.69,13.29,0
7.21,3501.04,0.0,199.32,82.74,14.75,0
8.22,3012.15,3.33,25.86,31.87,7.93,0
7.8,2182.02,1.81,401.66,0.0,20.44,0
7.53,1421.83,0.32,140.49,52.29,10.09,0
7.01,1391.68,2.36,329.0,21.51,18.85,1
6.96,1497.88,0.52,0.0,94.66,12.0,0
8.12,1161.51,2.21,439.59,21.62,10.1,0
8.3,2205.38,1.52,96.37,29.0,10.06,0
6.8,3899.3,2.5,347.95,42.64,14.85,0
8.14,1242.71,1.68,28.24,73.51,12.2,0
6.62,3065.17,0.98,301.63,90.41,9.97,0
8.11,356.15,8.1,853.89,63.03,5.24,0
8.64,311.23,3.15,1192.04,53.97,0.15,0
8.24,741.07,2.63,827.66,0.0,3.55,0
7.23,1033.07,7.31,1088.33,50.59,3.41,0
8.07,219.22,5.51,503.32,70.55,2.31,0
7.4,633.56,4.39,862.83,12.08,1.22,0
7.92,807.28,8.44,744.15,1.42,3.06,0
7.76,290.07,8.3,689.37,70.92,0.88,0
7.95,612.95,11.18,1022.97,96.81,2.32,0
7.87,0.0,9.87,1291.89,100.43,4.23,0
7.49,575.03,6.26,911.35,62.87,3.12,0
8.21,875.9,8.87,645.59,56.34,0.14,1
8.13,236.67,8.84,876.02,82.97,2.47,0
6.8,985.8,9.16,940.5,0.0,2.75,0
6.56,901.98,9.78,882.83,60.2,4.29,0
7.31,367.27,6.8,648.65,87.03,0.55,0
8.14,527.28,8.84,753.05,73.32,4.49,0
7.11,560.28,7.92,831.18,99.79,5.34,0
8.56,699.77,6.79,677.52,71.78,3.51,0
7.44,570.61,4.73,1158.77,41.03,4.59,0
8.0,0.0,8.86,626.41,51.54,2.63,0
8.17,375.36,9.09,1203.48,95.4,3.48,0
8.51,394.08,5.22,730.1,9.36,1.6,1
7.0,239.39,4.38,515.44,63.74,3.94,0
7.61,1043.86,6.65,653.76,29.29,0.27,0
6.71,716.11,3.91,744.76,12.79,3.3,0
7.06,829.95,7.59,1138.07,66.66,0.93,0
7.37,811.41,9.03,1079.41,87.4,1.5,0
7.49,70.94,11.1,714.26,49.91,1.81,0
8.46,211.65,12.01,507.36,35.43,1.28,0
6.72,347.32,3.34,576.35,23.02,4.85,0
8.35,430.51,5.91,771.62,0.0,0.0,0
7.48,271.32,5.63,922.92,21.51,1.75,0
6.99,652.37,9.8,922.68,43.55,1.58,0
7.95,751.41,6.84,561.41,34.76,5.39,0
7.48,800.51,7.15,1083.29,20.17,3.03,0
7.53,340.39,5.67,1030.1,39.68,0.26,0
7.45,771.55,11.51,861.73,0.0,1.88,0
6.51,531.78,10.67,978.96,45.47,3.78,0
7.2,571.05,10.62,1168.97,24.07,1.57,0
7.44,614.91,6.97,534.19,88.98,0.94,0
7.68,380.75,6.01,910.58,96.63,0.62,0
7.03,1059.44,10.75,742.62,93.34,1.23,0
7.97,308.39,9.03,1107.15,79.91,0.0,0
7.34,583.55,9.14,1023.42,3.61,0.19,0
7.36,972.4,7.57,906.55,58.19,2.25,1
8.22,664.77,10.16,542.98,84.61,1.38,0
6.64,956.52,4.08,790.84,37.87,4.0,0
6.74,132.33,4.22,1175.07,89.07,2.72,0
7.07,1039.69,4.73,727.31,58.66,0.88,0
7.77,958.37,4.79,1093.15,45.83,3.5,0
7.56,120.79,7.66,801.78,42.26,4.74,0
6.91,0.0,9.31,864.54,89.46,0.0,0
6.86,440.79,2.99,263.99,214.52,3.2,0
6.89,288.26,5.45,228.83,184.63,1.92,0
6.92,528.68,5.97,54.79,119.49,2.73,0
7.1,47.18,4.96,299.94,147.65,2.97,0
7.97,803.82,4.14,162.54,141.93,0.56,0
8.23,578.75,4.93,313.3,182.04,2.98,0
6.63,564.59,9.07,339.83,144.46,4.14,0
8.29,449.57,6.49,291.16,229.03,0.54,0
8.43,19.3,9.44,317.67,148.1,4.97,0
8.13,911.74,11.18,134.78,153.32,0.15,0
6.65,610.5,11.46,327.03,185.38,3.11,0
6.64,300.04,4.52,129.88,173.78,2.39,0
7.62,166.69,6.25,273.94,178.75,2.87,0
8.06,860.41,9.42,151.36,185.36,3.81,0
7.85,365.37,2.84,196.83,163.93,4.72,0
8.09,621.94,11.89,509.12,240.71,0.71,0
6.69,173.99,3.39,428.86,195.65,4.69,0
7.87,329.92,6.25,103.42,127.18,0.67,0
7.33,491.91,8.11,133.38,136.64,3.6,1
7.97,72.37,11.52,50.39,156.89,2.61,0
8.33,479.02,4.55,575.63,134.01,1.93,0
6.61,908.3,3.71,408.75,209.83,2.69,0
7.67,200.18,10.25,156.47,128.67,0.33,0
7.9,197.46,10.08,122.99,224.13,2.45,1
7.99,509.2,8.43,198.5,180.35,0.49,0
7.01,450.35,7.62,290.42,249.06,2.1,0
7.97,333.2,5.1,74.1,181.28,3.86,0
6.67,773.19,4.84,272.54,153.57,3.6,0
6.66,398.82,10.25,94.97,188.37,3.47,1
7.02,935.96,9.13,297.03,113.94,1.69,0
7.24,488.93,6.56,131.71,174.04,2.68,0
6.58,644.93,11.49,109.94,147.51,3.74,0
7.22,163.4,9.08,231.44,199.49,4.25,0
8.33,467.98,11.89,9.68,151.17,5.47,1
8.18,25.18,7.77,417.22,195.87,1.57,0
8.58,133.19,10.63,289.53,128.94,4.14,0
8.04,494.55,5.92,244.95,165.61,2.04,0
6.8,502.1,7.6,300.73,142.19,0.07,0
6.72,376.61,6.78,29.65,231.02,2.72,0
7.19,350.03,4.02,22.87,204.93,0.84,0
6.69,805.48,5.86,202.65,111.99,0.1,0
7.08,0.0,10.08,354.3,129.13,2.79,1
7.12,802.05,11.48,419.92,221.28,2.74,0
7.61,1019.85,11.34,297.34,158.05,2.23,0
6.91,420.93,4.82,326.28,193.77,1.13,0
7.96,762.73,3.04,232.0,141.07,2.99,0
7.15,75.54,11.85,35.88,209.49,0.18,0
8.5,375.23,4.46,232.48,179.55,1.31,0
6.38,244.44,9.7,544.65,89.77,0.0,0
8.34,684.05,8.2,334.23,103.42,0.57,0
7.21,399.55,7.98,414.8,238.04,4.18,0
8.37,671.56,7.71,167.32,146.01,2.13,0
6.22,518.77,6.34,294.8,221.21,2.17,0
7.81,848.76,11.53,142.57,94.5,7.47,0
7.81,0.0,8.47,319.0,17.09,19.4,0
7.49,375.31,3.29,143.15,32.35,5.88,0
7.83,91.09,5.52,522.38,61.19,18.19,0
6.66,483.01,7.5,95.84,0.0,19.91,0
8.1,353.87,6.6,244.99,33.09,16.22,0
7.84,977.92,7.76,461.97,25.41,10.49,0
7.78,601.06,4.29,424.85,7.01,8.95,0
7.9,1090.97,4.16,310.44,24.69,19.52,0
7.0,786.6,3.39,139.16,63.67,6.98,0
7.53,190.86,7.36,404.43,100.98,16.59,0
6.87,742.11,3.67,218.28,20.64,17.28,1
7.98,854.2,3.41,144.28,101.07,17.27,0
8.4,226.71,8.94,138.93,92.4,12.9,0
8.2,336.66,6.79,501.3,87.43,11.61,0
8.73,159.62,2.91,494.94,79.89,11.99,0
8.49,14.95,9.08,63.71,107.89,9.58,1
8.41,139.0,6.39,107.18,4.71,8.83,0
7.02,772.97,7.38,384.54,69.64,5.47,0
6.63,546.81,6.09,294.74,23.65,14.05,0
8.24,811.89,5.66,326.69,74.28,9.58,0
7.33,871.73,6.02,38.65,11.62,14.3,0
7.84,34.41,5.4,424.5,49.93,18.63,0
7.79,97.63,7.39,137.14,56.48,18.38,1
8.28,379.02,7.58,86.37,4.4,6.84,0
7.59,1034.46,4.44,359.74,0.0,6.86,0
7.2,970.75,4.71,66.33,34.27,12.92,0
8.33,834.13,11.4,457.11,83.3,9.57,0
7.81,276.47,10.71,141.21,34.45,5.31,1
7.4,369.72,9.6,1.33,59.1,11.39,0
7.45,752.43,8.88,187.93,92.7,14.55,1
7.77,631.79,9.01,467.66,33.94,8.81,0
7.76,592.32,8.8,320.39,18.82,18.86,0
7.72,33.42,5.54,431.69,61.33,12.28,0
8.08,88.03,10.03,417.32,58.62,12.89,1
7.9,153.93,10.09,491.81,61.31,4.93,0
7.19,141.29,3.71,505.26,17.85,10.38,0
8.23,406.34,10.58,335.18,101.91,14.27,0
7.44,688.55,8.02,499.06,81.19,8.18,0
8.06,426.4,6.56,150.24,54.15,14.96,0
8.05,415.55,4.88,378.86,109.92,6.25,0
8.59,587.81,8.5,0.0,38.59,6.52,0
7.12,244.22,3.88,210.14,37.36,19.06,1
6.62,924.85,6.26,280.07,57.21,19.89,0
8.35,16.82,9.29,267.27,17.01,15.5,0
8.18,763.76,3.95,383.47,55.24,8.34,0
7.07,831.95,3.94,287.03,56.94,6.54,0
6.36,863.54,6.96,74.16,13.23,13.92,0
8.28,406.35,7.99,77.4,25.91,18.55,0
7.43,128.02,5.07,200.2,32.41,10.23,0
7.93,520.75,8.89,122.8,52.52,17.26,0
6.48,670.52,9.68,95.05,67.89,20.46,0
8.34,917.39,9.98,274.43,10.62,13.5,1
7.8,910.8,1.88,612.46,195.83,3.27,0
7.55,795.66,1.96,1033.32,237.15,5.9,0
6.62,222.05,2.74,793.09,199.83,3.05,0
6.85,359.88,2.42,1233.52,167.52,1.53,0
7.01,815.09,2.3,456.63,175.05,4.49,0
6.66,174.67,1.46,864.7,190.14,4.06,0
7.43,317.59,2.81,867.52,139.64,2.76,0
6.54,551.47,1.95,588.19,257.42,1.82,0
8.02,753.08,1.13,688.92,111.24,0.6,0
7.79,189.63,2.2,736.03,251.85,0.0,0
7.7,714.2,0.72,1215.36,138.14,2.8,0
7.25,761.67,1.69,973.98,225.37,5.05,0
6.96,446.05,2.67,1179.78,138.86,1.32,1
7.5,413.77,2.78,743.55,244.35,3.05,0
7.19,630.98,0.47,1166.48,253.87,1.47,0
7.57,635.52,1.36,666.89,210.76,1.06,0
7.09,820.59,1.56,825.55,243.98,3.68,0
8.34,37.77,0.0,839.47,193.36,4.9,0
7.34,216.33,0.74,423.76,228.56,0.81,0
7.3,338.06,1.81,719.11,126.56,2.38,0
8.47,509.26,2.2,1033.39,208.11,2.55,0
8.31,423.96,0.86,807.46,202.81,2.03,0
7.06,320.79,0.72,1162.13,135.07,3.15,0
7.9,132.21,1.0,1115.3,229.64,3.6,0
7.91,494.84,2.32,872.07,225.45,3.62,0
7.77,431.62,0.04,700.56,116.44,3.67,0
7.35,921.06,0.05,574.62,129.89,2.76,0
7.19,410.03,0.29,820.98,190.26,5.08,0
8.15,172.79,2.62,1127.46,124.8,1.53,0
8.1,675.12,1.91,883.71,138.82,0.33,0
7.03,115.49,2.14,941.37,94.57,0.78,0
8.35,867.53,0.73,1138.14,203.97,1.46,0
6.71,915.74,0.0,1043.2,213.52,1.74,0
7.56,834.76,2.29,1049.44,125.23,4.69,0
7.14,0.0,1.78,918.64,153.47,0.0,0
7.15,266.98,1.42,1085.03,251.65,0.55,0
8.28,731.29,0.62,704.31,141.04,3.85,0
6.93,348.7,0.9,676.15,108.43,2.49,1
8.57,1008.62,1.96,975.88,212.9,4.03,0
8.06,132.5,2.3,1179.47,160.23,0.78,0
7.97,522.09,0.59,998.54,127.55,5.41,0
7.5,231.06,0.54,1283.39,137.8,0.44,0
7.86,960.93,0.67,894.75,189.34,0.43,0
7.51,292.87,2.81,1058.56,204.0,2.44,0
6.66,454.19,0.08,671.23,204.71,4.76,0
8.49,660.62,2.78,1043.92,168.18,1.3,0
7.12,584.31,0.51,628.44,180.17,4.43,0
8.01,904.5,1.81,568.83,249.4,0.8,0
8.0,877.79,0.01,618.49,202.0,1.83,0
6.85,178.91,2.71,1075.28,158.75,2.87,0
7.26,871.29,0.48,769.81,226.23,2.86,0
6.69,912.18,2.21,1089.74,107.49,4.48,0
8.23,305.79,2.78,703.44,182.37,3.76,0
7.27,246.48,3.38,616.36,62.81,4.95,0
7.23,613.88,1.55,856.26,87.47,15.35,1
6.24,41.18,1.5,594.22,87.72,8.58,0
7.44,792.26,2.41,897.24,53.21,7.54,0
6.8,688.78,2.25,741.2,17.17,5.62,1
7.77,68.81,0.99,898.57,4.58,11.84,0
7.78,351.52,2.57,962.71,35.53,15.47,1
6.87,303.39,2.52,976.55,33.62,11.45,0
8.06,253.97,1.98,502.37,48.54,10.44,0
8.42,557.74,2.49,643.09,51.76,5.49,0
7.96,82.32,1.78,1087.51,46.47,10.03,1
8.12,421.57,1.64,1043.29,0.0,6.82,0
8.2,823.26,2.69,991.56,0.0,6.63,0
7.36,539.15,0.81,1147.03,71.4,7.94,0
8.18,142.09,1.31,639.85,27.4,11.38,0
7.82,1022.08,0.57,954.55,102.08,17.6,0
7.91,1008.31,1.07,1021.46,46.43,18.77,0
7.31,802.21,0.78,1003.7,72.77,15.81,0
7.78,220.73,1.87,472.59,29.02,8.21,0
7.78,680.37,3.1,911.74,24.18,9.0,0
7.97,555.8,2.12,574.18,90.03,5.51,0
6.97,618.78,1.45,993.7,1.95,7.29,0
6.92,756.57,0.75,1022.17,83.71,17.95,0
7.8,0.0,2.82,741.57,38.73,18.5,0
6.8,423.52,0.13,596.03,60.51,10.27,0
6.73,588.51,1.76,579.73,97.25,18.44,0
8.02,421.13,2.68,933.41,55.01,11.98,0
6.66,303.58,1.79,810.95,31.18,12.08,0
8.11,433.86,2.52,675.46,88.59,11.95,0
8.01,509.17,1.75,861.0,87.4,7.43,0
7.25,0.0,2.58,1086.92,81.67,15.03,1
7.86,733.23,0.98,806.67,105.57,18.59,0
6.66,932.76,0.73,1072.63,39.49,14.57,0
6.8,488.25,1.39,705.89,18.68,10.09,0
7.16,18.45,1.31,754.18,90.62,12.54,0
7.63,880.93,1.6,1191.32,19.66,11.94,0
7.63,987.92,0.0,549.2,93.03,14.2,0
7.46,373.24,0.82,987.32,80.02,15.57,0
7.59,451.79,1.76,1017.55,34.35,18.95,0
6.39,100.86,0.29,674.05,43.74,16.53,0
7.62,21.11,2.42,1152.99,113.14,8.07,0
6.48,161.8,1.72,943.62,59.25,11.15,0
7.16,423.52,1.5,858.03,79.55,6.43,0
8.06,1016.68,2.24,706.76,12.84,5.69,0
7.87,417.03,0.73,885.46,72.34,14.4,0
7.81,0.0,2.17,980.74,45.46,16.38,0
8.32,572.02,2.45,735.98,34.17,5.79,0
6.88,227.2,1.78,690.11,47.93,13.26,0
8.49,662.81,1.27,998.15,61.98,17.58,0
7.96,893.65,0.0,692.29,39.96,7.99,0
6.89,149.27,2.03,865.56,90.09,5.08,0
7.45,82.64,1.69,646.95,101.72,12.25,0
8.05,273.58,1.16,605.31,62.27,7.63,0
6.62,776.81,1.15,457.71,114.22,8.99,0
8.08,964.74,2.55,541.53,157.92,7.22,0
7.91,112.38,1.25,0.0,175.37,4.93,0
7.57,236.9,1.45,134.78,208.44,13.76,0
6.85,304.13,0.53,285.61,125.17,11.63,0
7.53,388.01,2.57,68.38,258.55,9.58,0
7.88,0.0,2.58,395.6,94.52,18.04,0
6.81,895.81,0.49,353.07,216.78,14.78,0
6.77,814.21,1.96,388.78,260.0,15.53,0
7.25,448.93,2.18,0.0,213.06,6.98,0
7.38,901.7,2.04,427.05,127.49,6.05,0
6.84,741.59,1.21,0.0,238.04,19.5,0
6.88,677.91,1.52,122.35,122.11,5.84,0
7.42,369.3,1.14,0.0,229.84,11.99,0
7.42,507.38,0.0,389.63,237.81,15.95,0
7.55,409.56,2.25,133.77,166.84,10.04,0
7.98,204.29,1.97,234.89,213.07,15.83,0
8.56,310.86,0.06,120.17,240.71,16.6,0
7.03,837.59,1.51,291.91,186.33,14.78,0
7.64,965.72,1.15,182.78,111.95,11.29,0
7.05,603.65,0.7,242.59,225.85,18.77,0
7.08,530.53,0.17,115.85,175.32,12.99,0
7.46,805.57,0.34,217.93,211.28,7.78,1
8.17,308.57,1.06,456.36,148.16,8.76,0
6.4,71.53,1.31,65.52,190.76,19.31,0
7.19,571.08,0.55,500.18,143.94,13.47,0
7.69,165.76,0.02,368.28,153.24,7.13,0
6.46,433.99,1.05,370.19,155.45,19.72,0
7.84,475.89,1.72,484.66,115.35,15.01,0
8.03,909.59,0.0,278.81,147.03,13.93,0
7.73,262.97,0.56,197.52,132.87,19.47,0
8.06,150.06,0.28,23.98,174.66,11.9,0
7.0,121.67,2.31,152.33,245.36,15.06,0
7.79,779.27,1.14,183.7,139.02,7.12,0
8.14,825.72,0.0,466.37,114.46,9.81,0
7.94,0.0,0.39,333.95,148.78,13.87,0
6.78,855.86,3.01,198.44,145.09,8.72,0
7.53,537.65,2.17,417.21,137.58,10.05,0
7.3,674.5,0.57,313.53,198.01,8.07,0
8.27,99.28,0.25,245.99,160.55,6.45,1
7.66,934.33,1.83,80.61,216.61,6.33,0
7.41,181.97,0.29,388.54,223.62,13.04,0
8.34,1045.75,2.45,206.81,109.1,5.7,0
8.06,579.53,2.73,267.7,142.83,8.4,0
8.28,542.73,2.08,154.79,147.03,12.2,0
7.69,968.55,2.33,179.03,107.33,13.07,0
7.95,100.7,1.86,0.0,204.19,11.45,0
7.03,588.03,1.19,474.03,184.42,18.97,0
7.5,150.85,0.15,402.73,112.49,6.89,0
7.35,571.13,2.03,410.97,108.42,16.11,0
7.28,1010.44,2.46,219.54,102.85,16.66,0
6.29,771.26,1.35,164.81,173.76,13.02,1
7.25,534.2,2.34,185.67,195.0,17.27,0
9.18,2446.79,6.54,420.57,60.2,0.0,0
9.65,3362.43,10.11,220.26,36.08,2.12,0
9.48,2007.64,5.93,52.84,94.82,2.31,0
5.08,3940.59,5.06,404.47,30.52,0.73,0
4.22,2858.06,7.84,359.24,70.87,4.13,0
10.49,1116.13,10.54,489.36,18.06,1.4,0
5.0,1862.94,5.58,3.52,3.12,3.87,0
9.13,1319.13,4.57,42.51,54.45,1.08,0
6.34,1933.71,4.96,26.11,0.74,3.82,0
9.31,3424.74,8.63,297.01,87.19,1.88,0
6.0,3079.97,8.5,184.98,100.93,0.38,0
6.31,2003.52,7.26,175.42,48.5,2.2,0
10.52,1171.08,6.6,374.53,32.6,0.77,0
9.37,1445.59,7.09,306.62,38.76,0.46,0
5.54,2093.34,9.84,420.44,32.03,3.87,0
5.67,1347.76,11.11,0.0,90.03,3.43,0
4.65,2135.09,8.22,0.0,8.98,4.41,0
4.41,2964.67,8.67,350.78,30.76,1.44,0
4.69,1584.99,9.4,232.31,90.9,2.39,0
8.95,1213.23,11.78,38.83,75.96,4.62,0
10.78,3833.71,2.24,500.59,19.63,4.17,0
10.26,3139.04,1.63,663.69,3.23,4.54,0
8.36,2887.37,2.55,645.9,73.95,0.04,1
6.63,2979.25,1.08,652.5,0.0,2.92,0
10.16,2962.37,1.18,1024.66,63.22,3.54,0
10.13,1231.72,0.76,702.13,88.75,4.32,0
8.97,2602.89,2.42,783.0,28.77,2.49,1
4.18,3263.52,2.24,1244.38,0.0,0.83,1
6.19,2383.73,1.55,535.94,47.46,0.94,0
9.48,3998.03,1.11,652.16,82.42,1.54,1
5.16,3602.53,3.32,870.72,79.35,1.82,0
5.45,1171.73,1.97,816.39,15.65,3.38,0
4.98,1083.9,3.07,1060.21,62.15,4.0,0
8.97,2908.62,1.76,1014.51,70.19,1.13,0
9.03,1171.96,0.74,837.4,82.68,0.76,0
10.2,3499.12,1.28,912.85,0.0,3.14,0
5.88,2788.28,1.29,854.1,79.83,4.12,1
10.37,2358.41,0.0,968.0,10.36,3.7,0
5.06,1186.99,1.04,646.44,101.26,1.66,0
8.82,2846.4,1.58,508.95,7.91,1.98,0
5.4,2385.3,0.19,56.27,103.83,0.3,0
6.38,3143.14,0.88,203.75,110.71,3.5,0
9.81,2395.69,2.46,160.82,168.6,4.14,0
9.92,1445.69,1.14,319.14,117.23,1.74,0
6.08,1589.2,2.92,480.65,118.13,2.19,0
6.72,1378.38,2.66,122.93,166.39,0.71,0
10.28,1064.47,1.85,483.76,234.95,4.24,1
9.41,2647.49,1.78,429.58,188.7,0.78,0
8.8,1922.16,2.52,181.96,175.68,0.24,0
9.36,2137.89,1.65,105.08,171.62,3.62,0
9.24,2851.87,1.21,246.98,222.98,2.81,0
9.3,1395.36,0.0,334.08,103.29,1.7,0
4.59,1230.59,2.26,519.23,182.68,5.05,0
10.64,3639.77,0.54,247.05,98.48,4.87,0
8.96,3507.36,1.22,221.69,223.26,0.75,0
6.45,3312.98,2.84,177.33,195.99,1.44,1
9.67,1956.25,1.3,0.0,238.07,2.33,0
9.92,1139.69,0.71,20.38,226.93,1.77,0
10.85,1704.43,0.84,115.12,152.51,0.99,0
10.98,3649.43,3.61,234.52,195.55,0.06,0
5.84,2087.35,1.83,179.54,99.81,5.8,0
5.81,2942.93,1.44,393.28,13.94,9.61,0
5.06,1313.67,1.01,417.07,69.08,8.78,0
9.51,1257.22,0.3,38.35,26.29,9.87,0
4.87,3628.24,2.9,283.87,60.17,14.47,0
5.2,2392.36,2.1,487.2,97.33,12.3,0
9.63,1036.97,1.98,59.39,79.36,7.47,0
6.4,2205.51,0.42,464.61,73.89,5.12,0
3.64,3951.82,2.49,501.57,32.46,9.2,0
10.35,2109.01,0.88,375.39,43.67,15.17,0
5.1,1222.22,0.12,543.07,91.15,12.0,0
6.81,1182.06,2.12,232.79,44.74,18.54,0
5.76,3190.37,1.76,146.88,84.13,13.15,0
5.54,1077.85,0.73,377.08,22.55,9.09,0
9.0,1745.94,0.77,303.89,67.04,7.82,0
10.44,1566.65,0.54,332.2,100.48,12.05,0
4.25,1657.31,0.24,207.08,80.2,10.11,0
9.22,3136.75,2.19,169.68,71.74,12.26,0
8.88,1010.95,0.07,245.55,43.55,4.37,0
4.15,3664.97,2.49,0.0,43.19,11.3,0
9.28,376.96,5.28,1056.65,90.63,3.87,1
9.67,642.1,8.89,797.17,20.38,2.22,0
4.56,496.7,5.59,838.77,84.92,3.69,0
9.09,25.48,10.03,1043.8,4.95,2.34,0
9.07,307.76,3.63,490.17,59.48,0.61,0
10.25,845.84,10.82,638.0,54.37,3.53,0
5.52,468.87,8.79,979.15,66.31,0.8,1
9.01,556.57,5.39,905.06,31.28,3.7,0
9.37,218.22,8.32,894.5,38.35,3.67,0
10.63,399.6,11.67,708.63,6.0,4.72,0
9.77,925.85,4.22,986.1,0.0,5.62,0
5.8,0.0,4.92,787.91,29.2,1.33,0
8.78,566.69,8.09,637.07,93.64,4.68,0
9.61,743.53,9.54,933.65,63.79,3.35,0
9.15,545.25,5.48,720.9,88.1,2.35,0
4.66,834.38,3.28,1095.12,17.74,2.24,0
4.46,851.69,6.5,1001.03,43.73,3.72,0
4.24,385.61,2.94,640.42,55.36,0.39,0
5.08,480.14,7.34,729.56,15.68,4.2,0
10.32,195.37,10.22,1054.85,100.06,4.77,0
6.31,370.39,8.08,365.47,229.84,0.13,0
9.61,724.98,12.27,194.65,230.35,3.94,0
4.44,115.98,11.16,448.27,197.2,1.58,1
11.25,599.63,8.01,363.1,230.07,5.02,0
6.88,338.82,11.79,156.59,174.5,3.45,0
8.58,0.0,8.65,414.54,104.95,4.49,0
9.76,653.05,10.0,306.89,196.86,5.4,0
8.86,434.5,3.7,300.23,152.33,1.11,0
6.37,250.37,5.94,20.67,110.95,1.34,0
5.77,418.39,5.78,505.39,120.77,4.08,0
5.48,804.98,8.29,298.86,121.54,4.45,0
9.36,801.12,8.62,153.26,153.68,3.78,0
5.21,343.25,10.73,249.83,168.29,1.26,0
6.51,1016.78,4.99,423.0,249.75,3.57,0
5.77,750.62,11.05,400.77,138.32,3.0,0
9.85,504.6,10.04,297.93,148.89,4.25,0
